what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255890231078
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255890233078
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255890233078
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255890233187
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255890234703
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255890235468
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255890914812
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255890916515
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255890919765
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255890920234
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1255890921031
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.bugzilla.ui",1255890921031
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.ide.ant",1255890921062
stopped,bundle,org.eclipse.mylyn.pde.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.pde.ui",1255890921140
stopped,bundle,org.eclipse.mylyn.java.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.java.ui",1255890921171
stopped,bundle,org.eclipse.mylyn.ide.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.ide.ui",1255890921187
stopped,bundle,org.eclipse.mylyn.team.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.team.ui",1255890921187
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.0.100.200909110608,"org.eclipse.cdt.mylyn.ui",1255890921203
stopped,bundle,org.eclipse.mylyn.resources.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.resources.ui",1255890921203
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.1.2.v20090912-0400-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1255890921218
stopped,bundle,org.eclipse.mylyn.context.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.context.ui",1255890921218
stopped,bundle,org.eclipse.mylyn.help.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.help.ui",1255890921281
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.tasks.bugs",1255890921296
stopped,bundle,org.eclipse.mylyn.java.tasks,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.java.tasks",1255890921296
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.tasks.ui",1255890921296
