what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"org.eclipse.ui.workbench",1255888448265
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1255888448281
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1255888448281
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1255888448343
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1255888448343
started,bundle,org.eclipse.mtj.core.hooks,1.0.0.v200909181641,"org.eclipse.mtj.core.hooks",1255888448437
started,bundle,org.eclipse.jdt.apt.core,3.3.201.R35x_v20090818-0235,"org.eclipse.jdt.apt.core",1255888448437
started,bundle,org.eclipse.jdt.core,3.5.1.v_972_R35x,"org.eclipse.jdt.core",1255888448437
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20090603,"org.eclipse.jdt.core.manipulation",1255888448437
started,bundle,org.eclipse.jdt.launching,3.5.0.v20090527,"org.eclipse.jdt.launching",1255888448437
started,bundle,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui",1255888448437
started,bundle,org.eclipse.mtj.core,1.1.0.v200909181641,"org.eclipse.mtj.core",1255888448515
started,bundle,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui",1255888448562
started,bundle,com.android.ide.eclipse.adt,0.9.3.v200909031112-12945,"com.android.ide.eclipse.adt",1255888448562
started,bundle,com.android.ide.eclipse.ddms,0.9.3.v200909031112-12945,"com.android.ide.eclipse.ddms",1255888448562
os,sysinfo,,,"win32",1255888448562
arch,sysinfo,,,"x86",1255888448562
ws,sysinfo,,,"win32",1255888448562
locale,sysinfo,,,"es_ES",1255888448562
processors,sysinfo,,,"2",1255888448562
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1255888448562
java.runtime.version,sysinfo,,,"1.6.0_06-b02",1255888448562
java.specification.name,sysinfo,,,"Java Platform API Specification",1255888448562
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1255888448562
java.specification.version,sysinfo,,,"1.6",1255888448562
