what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.usagedata.ui,1.1.0.R200906100410,"org.eclipse.epp.usagedata.ui",1255824507843
started,bundle,org.eclipse.mylyn.context.core,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.context.core",1255824507968
started,bundle,org.eclipse.team.cvs.ui,3.3.201.R35x_v20090826-0905,"org.eclipse.team.cvs.ui",1255824508046
started,bundle,org.eclipse.mylyn.context.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.context.ui",1255824508062
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.tasks.ui",1255824508531
started,bundle,org.eclipse.mylyn.team.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.team.ui",1255824508546
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1255824508562
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1255824508843
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255824509953
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.monitor.ui",1255824511218
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255824516656
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255824521515
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255824522843
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255824523156
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1255824524000
stopped,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1255824524062
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb.ui",1255824524078
