what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui",1255847964406
stopped,bundle,org.eclipse.mtj.jmunit,1.0.1.v200909181641,"org.eclipse.mtj.jmunit",1255847964406
stopped,bundle,com.android.ide.eclipse.adt,0.9.3.v200909031112-12945,"com.android.ide.eclipse.adt",1255847964406
stopped,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1255847964406
stopped,bundle,org.eclipse.mtj.eswt.templates,1.0.0.v200909181641,"org.eclipse.mtj.eswt.templates",1255847964406
stopped,bundle,org.eclipse.mtj.toolkit.microemu,1.0.0.v200909181641,"org.eclipse.mtj.toolkit.microemu",1255847964406
stopped,bundle,org.eclipse.mtj.toolkit.mpowerplayer,1.0.0.v200909181641,"org.eclipse.mtj.toolkit.mpowerplayer",1255847964406
stopped,bundle,org.eclipse.mtj.toolkit.nokia,1.0.0.v200909181641,"org.eclipse.mtj.toolkit.nokia",1255847964406
stopped,bundle,org.eclipse.mtj.toolkit.uei,1.0.1.v200909181641,"org.eclipse.mtj.toolkit.uei",1255847964406
stopped,bundle,org.eclipse.mtj.ui,1.1.0.v200909181641,"org.eclipse.mtj.ui",1255847964406
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1255847964406
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.ui",1255847964406
stopped,bundle,org.eclipse.mtj.pulsar.ui,1.0.1.v200909181641,"org.eclipse.mtj.pulsar.ui",1255847964406
stopped,bundle,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui",1255847964437
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1255847964437
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.204.v200909021537,"org.eclipse.wst.xsd.ui",1255847964437
stopped,bundle,org.eclipse.wst.xml.ui,1.1.1.v200908242115,"org.eclipse.wst.xml.ui",1255847964437
stopped,bundle,org.eclipse.wst.common.ui,1.1.402.v200901262305,"org.eclipse.wst.common.ui",1255847964437
stopped,bundle,org.eclipse.wst.sse.ui,1.1.101.v200908261807,"org.eclipse.wst.sse.ui",1255847964437
stopped,bundle,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.core",1255847964437
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1255847964437
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb.ui",1255847964437
stopped,bundle,org.eclipse.cdt.dsf.ui,2.0.1.200909110608,"org.eclipse.cdt.dsf.ui",1255847964437
stopped,bundle,org.eclipse.cdt.launch,6.0.0.200909110608,"org.eclipse.cdt.launch",1255847964437
stopped,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1255847964453
