what,kind,bundleId,bundleVersion,description,time
opened,editor,com.android.ide.eclipse.adt,0.9.3.v200909031112-12945,"com.android.ide.eclipse.editors.layout.LayoutEditor",1264429000184
activated,editor,com.android.ide.eclipse.adt,0.9.3.v200909031112-12945,"com.android.ide.eclipse.editors.layout.LayoutEditor",1264429000294
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1264429008684
activated,editor,com.android.ide.eclipse.adt,0.9.3.v200909031112-12945,"com.android.ide.eclipse.editors.layout.LayoutEditor",1264429010684
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1264429021231
activated,editor,com.android.ide.eclipse.adt,0.9.3.v200909031112-12945,"com.android.ide.eclipse.editors.layout.LayoutEditor",1264429030919
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264429078231
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264429079997
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264429080466
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1264429083153
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.bugzilla.ui",1264429083153
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.ide.ant",1264429083200
stopped,bundle,org.eclipse.mylyn.pde.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.pde.ui",1264429083231
stopped,bundle,org.eclipse.mylyn.java.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.java.ui",1264429083294
stopped,bundle,org.eclipse.mylyn.ide.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.ide.ui",1264429083356
stopped,bundle,org.eclipse.mylyn.team.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.team.ui",1264429083356
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.0.100.200909110608,"org.eclipse.cdt.mylyn.ui",1264429083388
stopped,bundle,org.eclipse.mylyn.resources.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.resources.ui",1264429083403
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.1.2.v20090912-0400-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1264429083466
stopped,bundle,org.eclipse.mylyn.context.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.context.ui",1264429083466
stopped,bundle,org.eclipse.mylyn.help.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.help.ui",1264429083528
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.tasks.bugs",1264429083591
stopped,bundle,org.eclipse.mylyn.java.tasks,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.java.tasks",1264429083591
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.tasks.ui",1264429083591
